No.,Symbol,Market Cap,Company Name,Exchange,Sector
1221,NOG,2128720950,"Northern Oil and Gas, Inc.",NYSE,Energy
1222,KMT,2113399841,Kennametal Inc.,NYSE,Industrials
1223,TRN,2144693683,"Trinity Industries, Inc.",NYSE,Industrials
1224,PHIN,2110992492,PHINIA Inc.,NYSE,Consumer Discretionary
1225,DHT,2095216273,"DHT Holdings, Inc.",NYSE,Energy
1226,LION,2080256439,Lionsgate Studios Corp.,NYSE,Communication Services
1227,MD,2116877565,"Pediatrix Medical Group, Inc.",NYSE,Healthcare
1228,BUR,2061929670,Burford Capital Limited,NYSE,Financials
1229,DQ,2056191478,Daqo New Energy Corp.,NYSE,Technology
1230,TNK,2047089427,Teekay Tankers Ltd.,NYSE,Energy
1231,SID,2055445618,Companhia Siderúrgica Nacional,NYSE,Materials
1232,CTRI,1883794544,"Centuri Holdings, Inc.",NYSE,Utilities
1233,AMR,2069725245,"Alpha Metallurgical Resources, Inc.",NYSE,Materials
1234,TSLX,2037289023,"Sixth Street Specialty Lending, Inc.",NYSE,Financials
1235,NWN,2027212032,Northwest Natural Holding Company,NYSE,Utilities
1236,HE,2024835791,"Hawaiian Electric Industries, Inc.",NYSE,Utilities
1237,DX,2024671864,"Dynex Capital, Inc.",NYSE,Real Estate
1238,OI,2019735262,"O-I Glass, Inc.",NYSE,Consumer Discretionary
1239,EPAC,2055969677,Enerpac Tool Group Corp.,NYSE,Industrials
1240,LC,2007358933,LendingClub Corporation,NYSE,Financials
1241,SAM,2127154617,"The Boston Beer Company, Inc.",NYSE,Consumer Staples
1242,ALG,1982568638,Alamo Group Inc.,NYSE,Industrials
1243,AI,1867103572,"C3.ai, Inc.",NYSE,Technology
1244,OGN,1952309476,Organon & Co.,NYSE,Healthcare
1245,FIHL,2060900887,Fidelis Insurance Holdings Limited,NYSE,Financials
1246,ASGN,2002972294,ASGN Incorporated,NYSE,Technology
1247,TALO,2027889225,Talos Energy Inc.,NYSE,Energy
1248,IMAX,1938375592,IMAX Corporation,NYSE,Communication Services
1249,ESRT,1172702105,"Empire State Realty Trust, Inc.",NYSE,Real Estate
1250,GEL,1928183056,"Genesis Energy, L.P.",NYSE,Energy
1251,SEM,1930343377,Select Medical Holdings Corporation,NYSE,Healthcare
1252,PRKS,1937147267,United Parks & Resorts Inc.,NYSE,Consumer Discretionary
1253,WLYB,1921341241,"John Wiley & Sons, Inc.",NYSE,Communication Services
1254,WLY,1919212921,"John Wiley & Sons, Inc.",NYSE,Communication Services
1255,ARR,1907864924,"ARMOUR Residential REIT, Inc.",NYSE,Real Estate
1256,UAA,1931056889,"Under Armour, Inc.",NYSE,Consumer Discretionary
1257,EVTC,1906629628,"EVERTEC, Inc.",NYSE,Technology
1258,MNR,1299868302,Mach Natural Resources LP,NYSE,Energy
1259,KN,1910474196,Knowles Corporation,NYSE,Technology
1260,SLVM,1948827817,Sylvamo Corporation,NYSE,Materials
1261,HNI,1892280566,HNI Corporation,NYSE,Consumer Discretionary
1262,VAC,1890600239,Marriott Vacations Worldwide Corporation,NYSE,Consumer Discretionary
1263,ABR,1704053654,"Arbor Realty Trust, Inc.",NYSE,Real Estate
1264,NTB,1960111640,The Bank of N.T. Butterfield & Son Limited,NYSE,Financials
1265,CCS,1884708296,"Century Communities, Inc.",NYSE,Real Estate
1266,RAMP,1940251006,"LiveRamp Holdings, Inc.",NYSE,Technology
1267,TPB,1779182633,"Turning Point Brands, Inc.",NYSE,Consumer Staples
1268,SMA,1272770736,"SmartStop Self Storage REIT, Inc.",NYSE,Real Estate
1269,NIC,1875911099,"Nicolet Bankshares, Inc.",NYSE,Financials
1270,NGVT,1897313741,Ingevity Corporation,NYSE,Materials
1271,DRH,1864508870,DiamondRock Hospitality Company,NYSE,Real Estate
1272,AGM,1868531825,Federal Agricultural Mortgage Corporation,NYSE,Financials
1273,UA,1845232138,"Under Armour, Inc.",NYSE,Consumer Discretionary
1274,HMN,1865405783,Horace Mann Educators Corporation,NYSE,Financials
1275,SCS,1863120992,Steelcase Inc.,NYSE,Consumer Discretionary
1276,SDRL,1859366943,Seadrill Limited,NYSE,Energy
1277,GRDN,1859823469,"Guardian Pharmacy Services, Inc.",NYSE,Healthcare
1278,BWLP,1869300817,BW LPG Limited,NYSE,Industrials
1279,CXW,1927794435,"CoreCivic, Inc.",NYSE,Industrials
1280,CC,1846493880,The Chemours Company,NYSE,Materials
1281,FSLY,1843596000,"Fastly, Inc.",NYSE,Technology
1282,MTX,1843462377,Minerals Technologies Inc.,NYSE,Materials
1283,CMRE,1831810537,Costamare Inc.,NYSE,Industrials
1284,AGM.A,1787619584,Federal Agricultural Mortgage Corporation,NYSE,Financials
1285,AGM.PRH,,Federal Agricultural Mortgage Corporation,NYSE,
1286,YELP,1898508923,Yelp Inc.,NYSE,Communication Services
1287,VSH,1803067514,"Vishay Intertechnology, Inc.",NYSE,Technology
1288,HLIO,1798745292,"Helios Technologies, Inc.",NYSE,Industrials
1289,GNL,1793317310,"Global Net Lease, Inc.",NYSE,Real Estate
1290,PRGO,1777940115,Perrigo Company plc,NYSE,Healthcare
1291,DAC,1776590191,Danaos Corporation,NYSE,Industrials
1292,SHO,1773695412,"Sunstone Hotel Investors, Inc.",NYSE,Real Estate
1293,NOMD,1773199992,Nomad Foods Limited,NYSE,Consumer Staples
1294,DFH,1805624923,"Dream Finders Homes, Inc.",NYSE,Consumer Discretionary
1295,DBRG,1715312851,"DigitalBridge Group, Inc.",NYSE,Financials
1296,CXM,1845453513,"Sprinklr, Inc.",NYSE,Technology
1297,OFG,1764802043,OFG Bancorp,NYSE,Financials
1298,SEMR,1761888396,"Semrush Holdings, Inc.",NYSE,Technology
1299,AMRC,1756399621,"Ameresco, Inc.",NYSE,Industrials
1300,RVLV,1747616826,"Revolve Group, Inc.",NYSE,Consumer Discretionary
1301,ENOV,1739736900,Enovis Corporation,NYSE,Healthcare
1302,LTC,1662658184,"LTC Properties, Inc.",NYSE,Real Estate
1303,VVX,1736406574,"V2X, Inc.",NYSE,Industrials
1304,SHCO,1729816867,Soho House & Co Inc.,NYSE,Consumer Discretionary
1305,CDRE,1730021220,"Cadre Holdings, Inc.",NYSE,Industrials
1306,FCF,1720440064,First Commonwealth Financial Corporation,NYSE,Financials
1307,WS,1712431140,"Worthington Steel, Inc.",NYSE,Materials
1308,FDP,1702410051,Fresh Del Monte Produce Inc.,NYSE,Consumer Staples
1309,DV,1725855790,"DoubleVerify Holdings, Inc.",NYSE,Communication Services
1310,FMC,1676427299,FMC Corporation,NYSE,Materials
1311,EFXT,1694769346,Enerflex Ltd.,NYSE,Energy
1312,HUN,1661059809,Huntsman Corporation,NYSE,Materials
1313,BLX,1648445362,"Banco Latinoamericano de Comercio Exterior, S. A.",NYSE,Financials
1314,GTY,1588948203,Getty Realty Corp.,NYSE,Real Estate
1315,STEL,1627762309,"Stellar Bancorp, Inc.",NYSE,Financials
1316,WMK,1625720023,"Weis Markets, Inc.",NYSE,Consumer Staples
1317,LZB,1620948756,La-Z-Boy Incorporated,NYSE,Consumer Discretionary
1318,XPRO,1622268858,Expro Group Holdings N.V.,NYSE,Energy
1319,HOUS,1608588707,Anywhere Real Estate Inc.,NYSE,Real Estate
1320,AAMI,1602982397,Acadian Asset Management Inc.,NYSE,Financials
1321,BHE,1607437706,"Benchmark Electronics, Inc.",NYSE,Technology
1322,FIGS,1587318658,"FIGS, Inc.",NYSE,Consumer Discretionary
1323,PBI,1763177843,Pitney Bowes Inc.,NYSE,Industrials
1324,PGRE,1460189586,"Paramount Group, Inc.",NYSE,Real Estate
1325,SBH,1558987647,"Sally Beauty Holdings, Inc.",NYSE,Consumer Discretionary
1326,XZO,299947847,"Exzeo Group, Inc.",NYSE,Technology
1327,NMM,1539026736,Navios Maritime Partners L.P.,NYSE,Industrials
1328,INVX,1551278946,"Innovex International, Inc.",NYSE,Energy
1329,ADNT,1620994453,Adient plc,NYSE,Consumer Discretionary
1330,RHLD,1530246121,"Resolute Holdings Management, Inc.",NYSE,Industrials
1331,LAC,1123091509,Lithium Americas Corp.,NYSE,Materials
1332,VRE,1399527098,"Veris Residential, Inc.",NYSE,Real Estate
1333,NTST,1518573849,NETSTREIT Corp.,NYSE,Real Estate
1334,MSDL,1496625174,Morgan Stanley Direct Lending Fund,NYSE,Financials
1335,ARCO,1518855903,Arcos Dorados Holdings Inc.,NYSE,Consumer Discretionary
1336,ELME,1511963911,Elme Communities,NYSE,Real Estate
1337,LSPD,1510778029,Lightspeed Commerce Inc.,NYSE,Technology
1338,EFC,1318120446,Ellington Financial Inc.,NYSE,Real Estate
1339,WT,1557848149,"WisdomTree, Inc.",NYSE,Financials
1340,AAT,1188193891,"American Assets Trust, Inc.",NYSE,Real Estate
1341,ARLO,1452388351,"Arlo Technologies, Inc.",NYSE,Industrials
1342,FUN,1488628700,Six Flags Entertainment Corporation,NYSE,Consumer Discretionary
1343,FLOC,1453734755,Flowco Holdings Inc.,NYSE,Energy
1344,NVRI,1479977045,Enviri Corporation,NYSE,Industrials
1345,GLP,1469624973,Global Partners LP,NYSE,Energy
1346,LOB,1475214318,"Live Oak Bancshares, Inc.",NYSE,Financials
1347,ROG,1468434343,Rogers Corporation,NYSE,Technology
1348,DNOW,1463892609,DNOW Inc.,NYSE,Industrials
1349,EDN,1344874693,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,NYSE,Utilities
1350,TV,1477933879,"Grupo Televisa, S.A.B.",NYSE,Communication Services
1351,CDLR,1472888989,Cadeler A/S,NYSE,Industrials
1352,NBHC,1437156732,National Bank Holdings Corporation,NYSE,Financials
1353,FLNG,1427376198,FLEX LNG Ltd.,NYSE,Energy
1354,PD,1388269549,"PagerDuty, Inc.",NYSE,Technology
1355,ARI,1414448200,"Apollo Commercial Real Estate Finance, Inc.",NYSE,Real Estate
1356,XHR,1331072702,"Xenia Hotels & Resorts, Inc.",NYSE,Real Estate
1357,LADR,1412501125,Ladder Capital Corp,NYSE,Real Estate
1358,BTX,771455070,BlackRock Innovation and Growth Term Trust,NYSE,Financials
1359,JMIA,703548924,Jumia Technologies AG,NYSE,Consumer Discretionary
1360,TUYA,1419349760,Tuya Inc.,NYSE,Technology
1361,AMPX,1400091582,"Amprius Technologies, Inc.",NYSE,Industrials
1362,CTOS,1397872646,"Custom Truck One Source, Inc.",NYSE,Industrials
1363,VYX,1396055032,NCR Voyix Corporation,NYSE,Technology
1364,MBC,1398091948,"MasterBrand, Inc.",NYSE,Consumer Discretionary
1365,PAR,1384966012,PAR Technology Corporation,NYSE,Technology
1366,GBX,1372486989,"The Greenbrier Companies, Inc.",NYSE,Industrials
1367,SPB,1424826080,"Spectrum Brands Holdings, Inc.",NYSE,Consumer Staples
1368,IIPR,1372565316,"Innovative Industrial Properties, Inc.",NYSE,Real Estate
1369,BST,1370746350,BlackRock Science and Technology Trust,NYSE,Financials
1370,NABL,1380316109,"N-able, Inc.",NYSE,Technology
1371,SVV,1368248674,"Savers Value Village, Inc.",NYSE,Consumer Discretionary
1372,NRP,1366362088,Natural Resource Partners L.P.,NYSE,Energy
1373,AIN,1437945808,Albany International Corp.,NYSE,Consumer Discretionary
1374,LEG,1351494993,"Leggett & Platt, Incorporated",NYSE,Consumer Discretionary
1375,DCO,1346495756,Ducommun Incorporated,NYSE,Industrials
1376,DOLE,1346551597,Dole plc,NYSE,Consumer Staples
1377,KW,1341809754,"Kennedy-Wilson Holdings, Inc.",NYSE,Real Estate
1378,NSP,1339982852,"Insperity, Inc.",NYSE,Industrials
1379,CNMD,1339673690,CONMED Corporation,NYSE,Healthcare
1380,TNC,1368182496,Tennant Company,NYSE,Industrials
1381,KRP,1329180493,"Kimbell Royalty Partners, LP",NYSE,Energy
1382,TFIN,1327898848,"Triumph Financial, Inc.",NYSE,Financials
1383,JBGS,1078283286,JBG SMITH Properties,NYSE,Real Estate
1384,FINV,1313735643,FinVolution Group,NYSE,Financials
1385,TDOC,1323951601,"Teladoc Health, Inc.",NYSE,Healthcare
1386,JKS,330704747,"JinkoSolar Holding Co., Ltd.",NYSE,Technology
1387,WKC,1321743210,World Kinect Corporation,NYSE,Energy
1388,LOMA,1321005206,Loma Negra Compañía Industrial Argentina Sociedad Anónima,NYSE,Materials
1389,VET,1329951751,Vermilion Energy Inc.,NYSE,Energy
1390,EVEX,1137333960,"Eve Holding, Inc.",NYSE,Industrials
1391,UVV,1316584619,Universal Corporation,NYSE,Consumer Staples
1392,WWW,1299269867,"Wolverine World Wide, Inc.",NYSE,Consumer Discretionary
1393,PEB,1359799561,Pebblebrook Hotel Trust,NYSE,Real Estate
1394,CYD,1315767553,China Yuchai International Limited,NYSE,Consumer Discretionary
1395,COUR,1277703261,"Coursera, Inc.",NYSE,Consumer Staples
1396,MAN,1311136138,ManpowerGroup Inc.,NYSE,Industrials
1397,GOOS,1309138792,Canada Goose Holdings Inc.,NYSE,Consumer Discretionary
1398,ARDT,1307303518,"Ardent Health, Inc.",NYSE,Healthcare
1399,ACVA,1306779598,ACV Auctions Inc.,NYSE,Consumer Discretionary
1400,SILA,1304135793,"Sila Realty Trust, Inc.",NYSE,Real Estate
1401,BY,1298976843,"Byline Bancorp, Inc.",NYSE,Financials
1402,FOR,1294439280,Forestar Group Inc.,NYSE,Real Estate
1403,DFIN,1293236228,"Donnelley Financial Solutions, Inc.",NYSE,Technology
1404,UMH,1289871000,"UMH Properties, Inc.",NYSE,Real Estate
1405,LNN,1279958463,Lindsay Corporation,NYSE,Industrials
1406,LUXE,1017931613,LuxExperience B.V.,NYSE,Consumer Discretionary
1407,DSL,1296298777,DoubleLine Income Solutions Fund,NYSE,Financials
1408,SPH,1259706715,"Suburban Propane Partners, L.P.",NYSE,Utilities
1409,GSL,1257338418,"Global Ship Lease, Inc.",NYSE,Industrials
1410,IDT,1261418445,IDT Corporation,NYSE,Communication Services
1411,BHVN,996192793,Biohaven Ltd.,NYSE,Healthcare
1412,UTI,1246844928,"Universal Technical Institute, Inc.",NYSE,Consumer Staples
1413,VOYG,1246927058,"Voyager Technologies, Inc.",NYSE,Industrials
1414,GHLD,1237570622,Guild Holdings Company,NYSE,Financials
1415,PRA,1235469841,ProAssurance Corporation,NYSE,Financials
1416,PHR,1235436433,"Phreesia, Inc.",NYSE,Healthcare
1417,CTS,1266535841,CTS Corporation,NYSE,Technology
1418,ATEN,1224480313,"A10 Networks, Inc.",NYSE,Technology
1419,HLF,1222165818,Herbalife Ltd.,NYSE,Consumer Staples
1420,GRC,1221705254,The Gorman-Rupp Company,NYSE,Industrials
1421,ORC,1096953552,"Orchid Island Capital, Inc.",NYSE,Real Estate
1422,WTTR,1050135126,"Select Water Solutions, Inc.",NYSE,Energy
1423,PRLB,1202406671,"Proto Labs, Inc.",NYSE,Industrials
1424,THS,1199880000,"TreeHouse Foods, Inc.",NYSE,Consumer Staples
1425,ENR,1198106009,"Energizer Holdings, Inc.",NYSE,Industrials
1426,NGL,1185563203,NGL Energy Partners LP,NYSE,Energy
1427,BV,1186250000,"BrightView Holdings, Inc.",NYSE,Industrials
1428,CWH,720540307,"Camping World Holdings, Inc.",NYSE,Consumer Discretionary
1429,CSR,1112363509,Centerspace,NYSE,Real Estate
1430,ALIT,1181691600,"Alight, Inc.",NYSE,Technology
1431,ECO,1186678286,Okeanis Eco Tankers Corp.,NYSE,Industrials
1432,NVGS,1215628290,Navigator Holdings Ltd.,NYSE,Energy
1433,MMI,1161662889,"Marcus & Millichap, Inc.",NYSE,Real Estate
1434,IRS,1097570199,IRSA Inversiones y Representaciones Sociedad Anónima,NYSE,Real Estate
1435,BAK,1147631530,Braskem S.A.,NYSE,Materials
1436,AMC,1159252448,"AMC Entertainment Holdings, Inc.",NYSE,Communication Services
1437,THR,1156627442,"Thermon Group Holdings, Inc.",NYSE,Industrials
1438,PRG,1154335860,"PROG Holdings, Inc.",NYSE,Industrials
1439,RLJ,1154289996,RLJ Lodging Trust,NYSE,Real Estate
1440,DEC,1159125466,Diversified Energy Company,NYSE,Energy
1441,RES,1160221739,"RPC, Inc.",NYSE,Energy
1442,CRI,1137065280,"Carter's, Inc.",NYSE,Consumer Discretionary
1443,ALEX,1136487145,"Alexander & Baldwin, Inc.",NYSE,Real Estate
1444,OBK,1136018657,"Origin Bancorp, Inc.",NYSE,Financials
1445,USPH,1127537465,"U.S. Physical Therapy, Inc.",NYSE,Healthcare
1446,YALA,1124738608,Yalla Group Limited,NYSE,Technology
1447,SBR,1122755358,Sabine Royalty Trust,NYSE,Energy
1448,DAO,1104468117,"Youdao, Inc.",NYSE,Consumer Staples
1449,PRO,1118060132,"PROS Holdings, Inc.",NYSE,Technology
1450,GSBD,1116026079,"Goldman Sachs BDC, Inc.",NYSE,Financials
1451,PMT,1115552863,PennyMac Mortgage Investment Trust,NYSE,Real Estate
1452,DEA,998441047,"Easterly Government Properties, Inc.",NYSE,Real Estate
1453,SFL,1096171277,SFL Corporation Ltd.,NYSE,Industrials
1454,KBDC,1045771033,"Kayne Anderson BDC, Inc.",NYSE,Financials
1455,VTOL,1084500000,Bristow Group Inc.,NYSE,Energy
1456,ALX,1084124448,"Alexander's, Inc.",NYSE,Real Estate
1457,VRTS,1081581271,"Virtus Investment Partners, Inc.",NYSE,Financials
1458,REX,1080652094,REX American Resources Corporation,NYSE,Materials
1459,GIC,1079298433,Global Industrial Company,NYSE,Industrials
1460,NMAX,751478912,Newsmax Inc.,NYSE,Communication Services
1461,BFS,760199458,"Saul Centers, Inc.",NYSE,Real Estate
1462,PXED,1060014999,"Phoenix Education Partners, Inc.",NYSE,Consumer Staples
1463,LPG,1051980203,Dorian LPG Ltd.,NYSE,Energy
1464,PDM,1055923477,"Piedmont Realty Trust, Inc.",NYSE,Real Estate
1465,CIM,1028350127,Chimera Investment Corporation,NYSE,Real Estate
1466,TWO,1046765971,Two Harbors Investment Corp.,NYSE,Real Estate
1467,YEXT,1041350935,"Yext, Inc.",NYSE,Technology
1468,LUCK,1041389183,Lucky Strike Entertainment Corporation,NYSE,Consumer Discretionary
1469,AESI,1032487004,Atlas Energy Solutions Inc.,NYSE,Energy
1470,NPKI,1029390608,NPK International Inc.,NYSE,Energy
1471,SCL,1027808042,Stepan Company,NYSE,Materials
1472,WGO,1022249493,"Winnebago Industries, Inc.",NYSE,Consumer Discretionary
1473,PLYM,1010420400,"Plymouth Industrial REIT, Inc.",NYSE,Real Estate
1474,PX,1015156148,"P10, Inc.",NYSE,Financials
1475,ECVT,1015912979,Ecovyst Inc.,NYSE,Materials
1476,CBL,1015287830,"CBL & Associates Properties, Inc.",NYSE,Real Estate
1477,SAFE,1006023831,Safehold Inc.,NYSE,Real Estate
1478,TTI,1003100355,"TETRA Technologies, Inc.",NYSE,Industrials
1479,LDI,1038356801,"loanDepot, Inc.",NYSE,Financials
1480,UAN,998830697,"CVR Partners, LP",NYSE,Materials
1481,MNTN,993610151,"MNTN, Inc.",NYSE,Technology
1482,PUMP,993029829,ProPetro Holding Corp.,NYSE,Energy
1483,SDHC,172327062,Smith Douglas Homes Corp.,NYSE,Real Estate
1484,HLX,982500526,"Helix Energy Solutions Group, Inc.",NYSE,Energy
1485,OPTU,968674142,"Optimum Communications, Inc.",NYSE,Communication Services
1486,MFA,973974930,"MFA Financial, Inc.",NYSE,Real Estate
1487,PRSU,966439131,"Pursuit Attractions and Hospitality, Inc.",NYSE,Consumer Discretionary
1488,CCO,953907692,"Clear Channel Outdoor Holdings, Inc.",NYSE,Communication Services
1489,MUX,952863193,McEwen Inc.,NYSE,Materials
1490,BORR,838227244,Borr Drilling Limited,NYSE,Energy
1491,SUPV,898223735,Grupo Supervielle S.A.,NYSE,Financials
1492,RERE,1533978613,ATRenew Inc.,NYSE,Consumer Discretionary
1493,BBDC,943275674,"Barings BDC, Inc.",NYSE,Financials
1494,UVE,932905782,"Universal Insurance Holdings, Inc.",NYSE,Financials
1495,BH.A,900914880,Biglari Holdings Inc.,NYSE,Consumer Discretionary
1496,ASA,923800651,ASA Gold and Precious Metals Limited,NYSE,Financials
1497,DLX,921756959,Deluxe Corporation,NYSE,Industrials
1498,BCSF,920484114,"Bain Capital Specialty Finance, Inc.",NYSE,Financials
1499,BOW,919607778,Bowhead Specialty Holdings Inc.,NYSE,Financials
1500,BH,912766714,Biglari Holdings Inc.,NYSE,Consumer Discretionary
1501,FPH,434456356,"Five Point Holdings, LLC",NYSE,Real Estate
1502,TYG,740165573,Tortoise Energy Infrastructure Corporation,NYSE,Financials
1503,MEG,903373088,"Montrose Environmental Group, Inc.",NYSE,Industrials
1504,PFLT,902882854,PennantPark Floating Rate Capital Ltd.,NYSE,Financials
1505,UTL,820425989,Unitil Corporation,NYSE,Utilities
1506,LVWR,893021460,"LiveWire Group, Inc.",NYSE,Consumer Discretionary
1507,RDW,892257472,Redwire Corporation,NYSE,Industrials
1508,SBSI,892963942,"Southside Bancshares, Inc.",NYSE,Financials
1509,ASIC,890194802,Ategrity Specialty Insurance Company Holdings,NYSE,Financials
1510,EIG,953752357,"Employers Holdings, Inc.",NYSE,Financials
1511,GES,888018918,"Guess?, Inc.",NYSE,Consumer Discretionary
1512,AIV,819789823,Apartment Investment and Management Company,NYSE,Real Estate
1513,CTEV,862803873,Claritev Corporation,NYSE,Healthcare
1514,XIFR,862611056,"XPLR Infrastructure, LP",NYSE,Utilities
1515,NEXA,860850972,Nexa Resources S.A.,NYSE,Materials
1516,JBI,857940923,"Janus International Group, Inc.",NYSE,Industrials
1517,BFLY,856304450,"Butterfly Network, Inc.",NYSE,Healthcare
1518,TK,850108839,Teekay Corporation Ltd.,NYSE,Energy
1519,HIPO,846494661,Hippo Holdings Inc.,NYSE,Financials
1520,FBRT,848355144,"Franklin BSP Realty Trust, Inc.",NYSE,Real Estate
1521,HRTG,890867557,"Heritage Insurance Holdings, Inc.",NYSE,Financials
1522,SMP,841432451,"Standard Motor Products, Inc.",NYSE,Consumer Discretionary
1523,ACEL,858613577,"Accel Entertainment, Inc.",NYSE,Consumer Discretionary
1524,LAR,842658780,Lithium Argentina AG,NYSE,Materials
1525,EQBK,837076206,"Equity Bancshares, Inc.",NYSE,Financials
1526,VSTS,835865061,Vestis Corporation,NYSE,Industrials
1527,PBT,834297448,Permian Basin Royalty Trust,NYSE,Energy
1528,OPFI,839011900,OppFi Inc.,NYSE,Financials
1529,ODV,479987531,Osisko Development Corp.,NYSE,Materials
1530,UTZ,821716778,"Utz Brands, Inc.",NYSE,Consumer Staples
1531,BALY,691168077,Bally's Corporation,NYSE,Consumer Discretionary
1532,BLND,809337731,"Blend Labs, Inc.",NYSE,Technology
1533,CPF,823501873,Central Pacific Financial Corp.,NYSE,Financials
1534,GNK,816863387,Genco Shipping & Trading Limited,NYSE,Industrials
1535,EPC,815447482,Edgewell Personal Care Company,NYSE,Consumer Staples
1536,NXRT,811663040,"NexPoint Residential Trust, Inc.",NYSE,Real Estate
1537,MAX,819531300,"MediaAlpha, Inc.",NYSE,Communication Services
1538,ODC,770229117,Oil-Dri Corporation of America,NYSE,Materials
1539,SG,812029066,"Sweetgreen, Inc.",NYSE,Consumer Discretionary
1540,VTS,806345227,"Vitesse Energy, Inc.",NYSE,Energy
1541,QD,793727271,Qudian Inc.,NYSE,Financials
1542,NCDL,720063408,Nuveen Churchill Direct Lending Corp.,NYSE,Financials
1543,NAT,796182493,Nordic American Tankers Limited,NYSE,Energy
1544,VLRS,804559308,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",NYSE,Industrials
1545,ANGX,748700000,"Angel Studios, Inc.",NYSE,Communication Services
1546,AGRO,3924733100,Adecoagro S.A.,NYSE,Consumer Staples
1547,INR,201136785,"Infinity Natural Resources, Inc.",NYSE,Energy
1548,CAPL,781088656,CrossAmerica Partners LP,NYSE,Energy
1549,PDS,805640050,Precision Drilling Corporation,NYSE,Energy
1550,AMTB,793172975,Amerant Bancorp Inc.,NYSE,Financials
1551,CNNE,946391956,"Cannae Holdings, Inc.",NYSE,Consumer Discretionary
1552,MCB,775439551,Metropolitan Bank Holding Corp.,NYSE,Financials
1553,CMP,769572608,"Compass Minerals International, Inc.",NYSE,Materials
1554,HOV,669436396,"Hovnanian Enterprises, Inc.",NYSE,Consumer Discretionary
1555,ECC,758630815,Eagle Point Credit Company Inc.,NYSE,Financials
1556,RSKD,758273213,Riskified Ltd.,NYSE,Technology
1557,AXL,756096202,"American Axle & Manufacturing Holdings, Inc.",NYSE,Consumer Discretionary
1558,FVRR,755647195,Fiverr International Ltd.,NYSE,Communication Services
1559,SSTK,752879840,"Shutterstock, Inc.",NYSE,Communication Services
1560,PLOW,748828535,"Douglas Dynamics, Inc.",NYSE,Consumer Discretionary
1561,VEL,735850452,"Velocity Financial, Inc.",NYSE,Financials
1562,TEN,735113513,Tsakos Energy Navigation Limited,NYSE,Energy
1563,RYI,732763031,Ryerson Holding Corporation,NYSE,Industrials
1564,NBR,732426901,Nabors Industries Ltd.,NYSE,Energy
1565,KODK,627929032,Eastman Kodak Company,NYSE,Industrials
1566,BRSP,727801732,"BrightSpire Capital, Inc.",NYSE,Real Estate
1567,HPP,712482990,"Hudson Pacific Properties, Inc.",NYSE,Real Estate
1568,HTB,725322851,"HomeTrust Bancshares, Inc.",NYSE,Financials
1569,EEX,712531120,"Emerald Holding, Inc.",NYSE,Communication Services
1570,OPY,704868594,Oppenheimer Holdings Inc.,NYSE,Financials
1571,TRTX,709830408,"TPG RE Finance Trust, Inc.",NYSE,Real Estate
1572,TDAY,729659400,"USA TODAY Co., Inc.",NYSE,Communication Services
1573,SKYH,680644733,Sky Harbour Group Corporation,NYSE,Real Estate
1574,MTUS,702615155,Metallus Inc.,NYSE,Materials
1575,CARS,701609634,Cars.com Inc.,NYSE,Communication Services
1576,CLB,701444679,Core Laboratories Inc.,NYSE,Energy
1577,TE,505558281,T1 Energy Inc.,NYSE,Industrials
1578,VTEX,712206339,VTEX,NYSE,Technology
1579,MATV,689978598,"Mativ Holdings, Inc.",NYSE,Materials
1580,WSR,681118655,Whitestone REIT,NYSE,Real Estate
1581,NOAH,146704112,Noah Holdings Limited,NYSE,Financials
1582,RWT,709841860,"Redwood Trust, Inc.",NYSE,Real Estate
1583,SES,691015496,SES AI Corporation,NYSE,Consumer Discretionary
1584,NXDR,678074242,"Nextdoor Holdings, Inc.",NYSE,Communication Services
1585,NPK,675344793,"National Presto Industries, Inc.",NYSE,Industrials
1586,MYE,672968391,"Myers Industries, Inc.",NYSE,Consumer Discretionary
1587,AMN,671662891,"AMN Healthcare Services, Inc.",NYSE,Healthcare
1588,CSV,671532481,"Carriage Services, Inc.",NYSE,Consumer Discretionary
1589,GRNT,669381518,"Granite Ridge Resources, Inc.",NYSE,Energy
1590,MSC,167002830,Studio City International Holdings Limited,NYSE,Consumer Discretionary
1591,AHH,513783243,"Armada Hoffler Properties, Inc.",NYSE,Real Estate
1592,TXO,662889933,"TXO Partners, L.P.",NYSE,Energy
1593,GETY,661217688,"Getty Images Holdings, Inc.",NYSE,Communication Services
1594,SMWB,641077503,Similarweb Ltd.,NYSE,Technology
1595,BBW,679026040,"Build-A-Bear Workshop, Inc.",NYSE,Consumer Discretionary
1596,WLKP,659692763,Westlake Chemical Partners LP,NYSE,Materials
1597,BZH,674956800,"Beazer Homes USA, Inc.",NYSE,Consumer Discretionary
1598,MSIF,665590271,"MSC Income Fund, Inc.",NYSE,Financials
1599,GDOT,655637776,Green Dot Corporation,NYSE,Financials
1600,BW,579902889,"Babcock & Wilcox Enterprises, Inc.",NYSE,Industrials
1601,SOC,443802335,Sable Offshore Corp.,NYSE,Energy
1602,LXU,644622711,"LSB Industries, Inc.",NYSE,Materials
1603,NGVC,643403423,"Natural Grocers by Vitamin Cottage, Inc.",NYSE,Consumer Staples
